"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","CORN - ACRES PLANTED  -  <b>VALUE</b>","CORN - ACRES PLANTED  -  <b>CV (%)</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>VALUE</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>VALUE</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>CV (%)</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>VALUE</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>CV (%)</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>VALUE</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>CV (%)</b>"
"SURVEY","2019","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","175,000","","","","90,000","","","","88,520,000","","21,330,000","","237","","85,000","","","","1,955,000","","23",""
"SURVEY","2019","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","52,000","","","","38,000","","","","26,021,000","","6,270,000","","165","","12,000","","","","240,000","","20",""
"SURVEY","2019","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,800,000","","","","2,670,000","","","","1,665,888,000","","443,220,000","","166","","1,040,000","","","","18,200,000","","17.5",""
"SURVEY","2019","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","95,000","","","","67,000","","","","31,728,000","","8,241,000","","123","","22,000","","","","528,000","","24",""
"SURVEY","2018","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.11","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.96","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.8","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.4","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.7","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.11","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.47","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.35","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.42","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.62","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.78","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.59","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.58","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.84","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.86","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.11","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.72","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.47","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.8","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.68","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.79","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.58","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.9","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.3","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.16","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.39","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.32","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.74","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.86","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.13","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.22","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.5","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.38","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.76","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.13","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.31","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.06","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.11","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","4.08","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.52","","","","","","","","","","","","","","",""
"SURVEY","2018","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.69","","","","","","","","","","","","","","",""
"SURVEY","2018","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","255,000","","","","245,000","","","","157,084,000","","38,220,000","","156","","5,000","","","","80,000","","16",""
"SURVEY","2018","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","80,000","","","","20,000","","","","21,824,000","","4,400,000","","220","","58,000","","","","1,682,000","","29",""
"SURVEY","2018","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","660,000","","","","645,000","","","","443,631,000","","116,745,000","","181","","3,000","","","","63,000","","21",""
"SURVEY","2018","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","430,000","","","","65,000","","","","49,478,000","","11,245,000","","173","","360,000","","","","9,900,000","","27.5",""
"SURVEY","2018","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,460,000","","","","1,190,000","","","","572,390,000","","154,700,000","","130","","190,000","","","","4,180,000","","22",""
"SURVEY","2018","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","170,000","","","","166,000","","","","98,928,000","","24,070,000","","145","","3,000","","","","72,000","","24",""
"SURVEY","2018","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","95,000","","","","62,000","","","","43,511,000","","9,734,000","","157","","30,000","","","","630,000","","21",""
"SURVEY","2018","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","325,000","","","","285,000","","","","218,196,000","","50,160,000","","176","","30,000","","","","630,000","","21",""
"SURVEY","2018","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","350,000","","","","125,000","","","","117,683,000","","26,625,000","","213","","220,000","","","","6,600,000","","30",""
"SURVEY","2018","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","11,000,000","","","","10,800,000","","","","8,210,160,000","","2,268,000,000","","210","","100,000","","","","2,000,000","","20",""
"SURVEY","2018","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","5,300,000","","","","5,120,000","","","","3,657,830,000","","967,680,000","","189","","100,000","","","","2,100,000","","21",""
"SURVEY","2018","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","13,200,000","","","","12,750,000","","","","8,971,410,000","","2,499,000,000","","196","","270,000","","","","5,535,000","","20.5",""
"SURVEY","2018","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","5,450,000","","","","4,980,000","","","","2,299,864,000","","642,420,000","","129","","390,000","","","","5,265,000","","13.5",""
"SURVEY","2018","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,330,000","","","","1,220,000","","","","819,840,000","","213,500,000","","175","","90,000","","","","1,890,000","","21",""
"SURVEY","2018","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","460,000","","","","450,000","","","","300,501,000","","77,850,000","","173","","2,000","","","","40,000","","20",""
"SURVEY","2018","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","440,000","","","","380,000","","","","228,023,000","","55,480,000","","146","","45,000","","","","855,000","","19",""
"SURVEY","2018","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,250,000","","","","1,890,000","","","","1,075,712,000","","289,170,000","","153","","340,000","","","","5,950,000","","17.5",""
"SURVEY","2018","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","7,900,000","","","","7,460,000","","","","4,711,288,000","","1,357,720,000","","182","","340,000","","","","7,480,000","","22",""
"SURVEY","2018","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","480,000","","","","460,000","","","","323,380,000","","85,100,000","","185","","7,000","","","","105,000","","15",""
"SURVEY","2018","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,500,000","","","","3,330,000","","","","1,715,616,000","","466,200,000","","140","","100,000","","","","1,300,000","","13",""
"SURVEY","2018","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","115,000","","","","68,000","","","","21,906,000","","5,780,000","","85","","37,000","","","","740,000","","20",""
"SURVEY","2018","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","9,600,000","","","","9,300,000","","","","6,392,448,000","","1,785,600,000","","192","","220,000","","","","4,620,000","","21",""
"SURVEY","2018","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","70,000","","","","60,000","","","","32,994,000","","8,460,000","","141","","6,000","","","","114,000","","19",""
"SURVEY","2018","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","135,000","","","","35,000","","","","28,144,000","","6,545,000","","187","","95,000","","","","2,090,000","","22",""
"SURVEY","2018","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,070,000","","","","615,000","","","","406,786,000","","97,785,000","","159","","445,000","","","","8,455,000","","19",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","910,000","","","","830,000","","","","411,738,000","","93,790,000","","113","","50,000","","","","800,000","","16",""
"SURVEY","2018","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,150,000","","","","2,930,000","","","","1,488,323,000","","448,290,000","","153","","170,000","","","","2,550,000","","15",""
"SURVEY","2018","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,500,000","","","","3,300,000","","","","2,307,954,000","","617,100,000","","187","","160,000","","","","3,200,000","","20",""
"SURVEY","2018","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","310,000","","","","270,000","","","","139,655,000","","36,180,000","","134","","20,000","","","","220,000","","11",""
"SURVEY","2018","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","75,000","","","","40,000","","","","32,214,000","","7,800,000","","195","","34,000","","","","782,000","","23",""
"SURVEY","2018","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,300,000","","","","890,000","","","","525,812,000","","124,600,000","","140","","390,000","","","","7,410,000","","19",""
"SURVEY","2018","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","340,000","","","","310,000","","","","177,165,000","","39,370,000","","127","","19,000","","","","266,000","","14",""
"SURVEY","2018","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","5,300,000","","","","4,860,000","","","","2,628,288,000","","777,600,000","","160","","360,000","","","","5,940,000","","16.5",""
"SURVEY","2018","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","720,000","","","","670,000","","","","423,226,000","","112,560,000","","168","","38,000","","","","722,000","","19",""
"SURVEY","2018","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,200,000","","","","1,750,000","","","","780,570,000","","189,000,000","","108","","270,000","","","","4,320,000","","16",""
"SURVEY","2018","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","70,000","","","","22,000","","","","17,257,000","","4,004,000","","182","","45,000","","","","1,035,000","","23",""
"SURVEY","2018","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","485,000","","","","325,000","","","","192,647,000","","47,450,000","","146","","135,000","","","","2,565,000","","19",""
"SURVEY","2018","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","165,000","","","","85,000","","","","76,857,000","","18,700,000","","220","","80,000","","","","2,080,000","","26",""
"SURVEY","2018","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","46,000","","","","33,000","","","","20,465,000","","5,016,000","","152","","11,000","","","","209,000","","19",""
"SURVEY","2018","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,900,000","","","","3,170,000","","","","1,919,245,000","","545,240,000","","172","","670,000","","","","13,400,000","","20",""
"SURVEY","2018","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","95,000","","","","70,000","","","","42,361,000","","11,480,000","","164","","23,000","","","","552,000","","24",""
